ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1000221,F,N,Y,0,174600.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19601,365243,0,0,0,High skill tech staff,2
1000222,F,N,Y,1,158400.0,State servant,Secondary / secondary special,Widow,House / apartment,-20895,-5026,1,1,0,Medicine staff,2
1000223,M,Y,Y,2,95700.0,Working,Higher education,Married,House / apartment,-20708,-6662,0,1,0,Laborers,4
1000224,M,Y,Y,2,50600.0,Pensioner,Higher education,Civil marriage,House / apartment,-14397,365243,1,0,0,Core staff,4
1000225,M,Y,N,0,256800.0,Working,Secondary / secondary special,Married,House / apartment,-14982,-7952,1,0,1,Accountants,2
1000226,M,N,Y,0,156500.0,Working,Higher education,Married,Rented apartment,-21696,-2631,0,0,0,Accountants,2
1000227,F,Y,Y,1,138000.0,Commercial associate,Higher education,Single / not married,House / apartment,-21951,-3568,0,1,0,Other,2
1000228,M,N,Y,2,50200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14560,-8749,0,0,0,High skill tech staff,4
1000229,F,N,Y,2,155100.0,Working,Secondary / secondary special,Married,With parents,-10277,-5865,0,0,0,Accountants,4
1000230,F,Y,Y,0,205500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17072,-8949,1,1,1,Managers,2
1000231,F,N,Y,0,136000.0,Working,Lower secondary,Married,Rented apartment,-22410,-8814,0,0,0,Core staff,2
1000232,F,N,N,1,113600.0,Working,Secondary / secondary special,Married,House / apartment,-13926,-7797,0,0,0,Other,3
1000233,F,N,Y,1,145400.0,Working,Secondary / secondary special,Separated,House / apartment,-12418,-3527,1,1,0,Laborers,2
1000234,F,Y,Y,0,258300.0,Working,Incomplete higher,Single / not married,With parents,-14061,-6749,0,1,0,High skill tech staff,1
1000235,M,Y,Y,0,92200.0,Working,Secondary / secondary special,Married,House / apartment,-20883,-7588,0,0,0,Other,2
1000236,F,N,N,1,124100.0,State servant,Higher education,Married,House / apartment,-17670,-7526,1,1,0,Core staff,3
1000237,M,N,N,0,170900.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-19659,365243,0,1,1,Core staff,1
1000238,M,N,N,0,211100.0,Working,Academic degree,Single / not married,House / apartment,-9684,-5805,0,1,0,Other,1
1000239,F,N,Y,0,170000.0,State servant,Incomplete higher,Single / not married,With parents,-10055,-296,0,0,1,Other,1
1000240,M,N,N,0,185500.0,Commercial associate,Higher education,Married,House / apartment,-9402,-3494,0,0,1,Managers,2
1000241,F,N,Y,1,181900.0,Working,Secondary / secondary special,Married,Co-op apartment,-17238,-6942,1,0,0,Medicine staff,3
1000242,F,Y,Y,0,146100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10482,-3913,0,0,0,Medicine staff,1
1000243,F,N,N,0,125900.0,Working,Higher education,Single / not married,House / apartment,-21314,-3877,0,1,0,Core staff,1
1000244,M,N,N,0,112000.0,Working,Secondary / secondary special,Married,House / apartment,-19577,-1636,1,0,0,Managers,2
1000245,M,N,Y,0,229400.0,Working,Higher education,Widow,Rented apartment,-11830,-6722,1,0,0,High skill tech staff,1
1000246,F,N,Y,1,234900.0,Commercial associate,Higher education,Married,House / apartment,-20841,-6274,0,0,0,Managers,3
1000247,M,Y,Y,0,266400.0,Commercial associate,Incomplete higher,Married,House / apartment,-21128,-6818,1,0,0,Accountants,2
1000248,F,N,Y,1,126400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12975,365243,0,1,0,Drivers,3
1000249,F,N,Y,0,207800.0,Working,Higher education,Married,House / apartment,-13866,-7401,0,1,0,Managers,2
1000250,F,Y,N,0,218600.0,Commercial associate,Higher education,Married,House / apartment,-20996,-8689,0,1,1,High skill tech staff,2
1000251,M,N,N,0,199500.0,Commercial associate,Higher education,Married,House / apartment,-22647,-2100,0,1,0,High skill tech staff,2
1000252,M,Y,N,0,114300.0,State servant,Incomplete higher,Widow,Rented apartment,-18047,-4822,0,0,1,Drivers,1
1000253,F,Y,N,1,90900.0,Working,Secondary / secondary special,Married,House / apartment,-8673,-6750,0,1,1,High skill tech staff,3
1000254,M,Y,Y,0,97200.0,State servant,Higher education,Married,House / apartment,-11665,-7094,1,0,0,Drivers,2
1000255,M,N,N,2,104700.0,Pensioner,Lower secondary,Married,House / apartment,-17001,365243,1,0,0,Accountants,4
1000256,F,N,Y,0,105300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22034,-688,0,0,0,Drivers,2
1000257,F,N,Y,0,123900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23913,-566,0,1,0,Managers,2
1000258,F,N,Y,0,245700.0,Working,Secondary / secondary special,Married,House / apartment,-9821,-2457,0,0,0,Other,2
1000259,F,N,Y,1,172600.0,State servant,Higher education,Married,House / apartment,-20317,-6152,0,1,0,Drivers,3
1000260,M,Y,N,0,151500.0,Working,Higher education,Civil marriage,Municipal apartment,-16244,-9071,1,0,0,High skill tech staff,2
1000261,F,Y,N,0,430800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21730,-4954,0,0,0,Core staff,2
1000262,F,N,Y,0,76200.0,Working,Higher education,Single / not married,House / apartment,-19954,-2121,0,1,0,Laborers,1
1000263,M,Y,N,0,241500.0,Working,Incomplete higher,Married,House / apartment,-16074,-1706,0,1,0,Sales staff,2
1000264,F,N,Y,3,230600.0,Commercial associate,Lower secondary,Married,House / apartment,-14409,-5873,0,0,0,Accountants,5
1000265,F,N,N,0,204000.0,State servant,Higher education,Married,With parents,-12356,-8874,1,0,0,Laborers,2
1000266,F,N,Y,2,186900.0,Working,Higher education,Married,House / apartment,-23091,-4433,1,1,0,Laborers,4
1000267,F,N,Y,1,55200.0,State servant,Incomplete higher,Married,House / apartment,-10598,-7993,0,0,0,Medicine staff,3
1000268,F,Y,Y,0,248000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14389,-7554,1,1,0,Sales staff,2
1000269,M,Y,Y,0,201100.0,Working,Higher education,Widow,House / apartment,-19145,-7562,0,1,0,Core staff,1
1000270,M,N,Y,1,41900.0,Working,Higher education,Single / not married,House / apartment,-15068,-4485,0,0,0,Medicine staff,2
1000271,F,Y,N,0,403300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19191,-5140,0,1,1,Core staff,2
1000272,F,N,Y,0,199600.0,Working,Secondary / secondary special,Married,House / apartment,-24219,-3155,0,0,0,Accountants,2
1000273,F,Y,N,1,222300.0,Working,Secondary / secondary special,Married,With parents,-11683,-4792,1,0,0,Accountants,3
1000274,F,N,N,2,106600.0,Working,Secondary / secondary special,Married,House / apartment,-18125,-2412,0,1,0,High skill tech staff,4
1000275,F,N,Y,1,223500.0,Working,Higher education,Single / not married,Rented apartment,-19496,-6268,0,0,0,Laborers,2
1000276,F,N,Y,1,331500.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-7801,-344,0,0,0,Laborers,3
1000277,F,Y,N,0,196000.0,Working,Secondary / secondary special,Married,Co-op apartment,-25331,-8709,0,0,1,Sales staff,2
1000278,F,Y,Y,0,179400.0,Working,Secondary / secondary special,Married,House / apartment,-8949,-7002,0,1,0,Managers,2
1000279,F,N,N,0,123700.0,Working,Higher education,Married,House / apartment,-12213,-3913,0,0,0,Other,2
1000280,F,Y,Y,1,166400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15822,-8908,1,0,1,Accountants,2
1000281,F,N,Y,3,147700.0,Working,Secondary / secondary special,Married,House / apartment,-17611,-2021,0,0,0,Laborers,5
1000282,M,N,N,0,288000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-23071,-6394,0,0,0,Managers,1
1000283,M,N,Y,0,168600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11757,-2957,0,0,0,High skill tech staff,1
1000284,M,N,Y,0,215600.0,Working,Secondary / secondary special,Widow,House / apartment,-14348,-1474,0,0,0,High skill tech staff,1
1000285,F,Y,Y,2,127100.0,Working,Secondary / secondary special,Married,House / apartment,-19418,-7526,0,1,1,Accountants,4
1000286,M,N,N,1,163500.0,Working,Higher education,Single / not married,House / apartment,-13994,-3049,0,1,0,Other,2
1000287,F,N,N,0,218800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19921,-7569,0,0,0,High skill tech staff,1
1000288,F,N,Y,3,180900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18442,-3994,1,0,1,Laborers,4
1000289,M,N,Y,2,221000.0,Working,Lower secondary,Married,House / apartment,-23070,-1542,1,1,0,Sales staff,4
1000290,F,N,Y,0,214800.0,Working,Higher education,Widow,Rented apartment,-24681,-8120,0,1,0,Laborers,1
1000291,M,Y,Y,3,108600.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24794,365243,1,1,0,High skill tech staff,4
1000292,M,Y,Y,0,253200.0,Working,Secondary / secondary special,Married,House / apartment,-9821,-1980,0,0,0,Accountants,2
1000293,F,N,N,0,246500.0,Commercial associate,Higher education,Married,House / apartment,-8899,-6378,0,0,1,Sales staff,2
1000294,M,Y,Y,0,249400.0,Working,Higher education,Married,House / apartment,-11846,-2348,0,1,0,Other,2
1000295,M,N,Y,2,293000.0,Working,Secondary / secondary special,Separated,House / apartment,-15880,-1762,1,0,0,Laborers,3
1000296,F,N,N,1,219700.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-17842,-5959,1,0,0,Laborers,2
1000297,F,Y,Y,0,294200.0,Commercial associate,Lower secondary,Married,Rented apartment,-11641,-660,0,0,0,Accountants,2
1000298,M,Y,Y,3,139800.0,Working,Higher education,Married,House / apartment,-17734,-3113,0,0,0,Drivers,5
1000299,F,N,Y,0,153200.0,Commercial associate,Secondary / secondary special,Married,With parents,-21976,-6158,0,0,0,Drivers,2
1000300,M,Y,Y,1,111800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19784,365243,0,1,0,Drivers,3
1000301,M,N,N,1,83700.0,State servant,Secondary / secondary special,Married,House / apartment,-24935,-6466,0,1,1,Drivers,3
1000302,F,N,Y,0,161200.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-20049,-6310,0,1,1,Core staff,1
1000303,F,N,Y,0,144800.0,Pensioner,Lower secondary,Single / not married,House / apartment,-15013,365243,0,0,0,Laborers,1
1000304,F,N,Y,2,147600.0,Working,Secondary / secondary special,Married,House / apartment,-20758,-5963,0,1,0,Drivers,4
1000305,F,Y,N,0,299700.0,Commercial associate,Academic degree,Single / not married,House / apartment,-17758,-8676,0,1,0,Other,1
1000306,F,N,Y,1,198900.0,Working,Secondary / secondary special,Married,House / apartment,-19992,-8134,1,0,0,Medicine staff,3
1000307,F,Y,Y,0,296600.0,Working,Secondary / secondary special,Married,House / apartment,-22462,-5244,0,0,0,Other,2
1000308,M,Y,N,1,284000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18245,-3337,0,1,1,Sales staff,2
1000309,F,N,Y,0,333600.0,Commercial associate,Higher education,Married,House / apartment,-16847,-4132,0,1,0,Core staff,2
1000310,M,N,N,0,205300.0,Working,Higher education,Married,House / apartment,-12166,-6562,0,1,0,Drivers,2
1000311,M,Y,Y,0,266200.0,Commercial associate,Higher education,Married,Office apartment,-19831,-7322,0,0,0,Accountants,2
1000312,M,N,N,2,253400.0,Working,Higher education,Single / not married,House / apartment,-14499,-5441,1,0,0,Managers,3
1000313,M,N,Y,0,222100.0,Working,Secondary / secondary special,Civil marriage,With parents,-10432,-542,0,0,1,Core staff,2
1000314,F,Y,Y,0,193200.0,Working,Higher education,Married,Municipal apartment,-18126,-747,1,0,0,Other,2
1000315,F,Y,N,3,193000.0,Working,Secondary / secondary special,Married,House / apartment,-23236,-6617,1,0,0,High skill tech staff,5
1000316,F,N,Y,2,213900.0,Working,Higher education,Civil marriage,With parents,-21975,-3550,0,0,0,Sales staff,4
1000317,M,N,Y,0,183600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13332,-70,1,1,0,Laborers,2
1000318,M,N,Y,4,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17867,-8140,0,0,0,Laborers,6
1000319,M,N,Y,1,269800.0,Working,Higher education,Married,House / apartment,-18268,-6024,0,0,0,Medicine staff,3
1000320,M,Y,N,0,396600.0,Commercial associate,Secondary / secondary special,Separated,With parents,-15816,-3959,1,1,0,Managers,1
1000321,F,N,Y,0,162000.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-18026,-6081,1,0,0,Other,1
1000322,F,N,N,1,137900.0,Working,Incomplete higher,Married,House / apartment,-14817,-3205,0,1,0,Drivers,3
1000323,F,N,Y,2,252000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13840,-5390,0,1,0,Drivers,3
1000324,M,Y,Y,0,213600.0,Working,Secondary / secondary special,Married,House / apartment,-17133,-3361,1,0,0,Medicine staff,2
1000325,F,Y,Y,0,148400.0,Pensioner,Higher education,Married,House / apartment,-24614,365243,0,0,0,Accountants,2
1000326,F,Y,N,0,157700.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-21796,365243,0,1,1,Medicine staff,1
1000327,F,N,N,1,219800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19457,-5964,0,0,0,Managers,3
1000328,F,N,Y,0,200800.0,Working,Lower secondary,Single / not married,House / apartment,-12759,-4155,0,0,0,Core staff,1
1000329,M,N,N,0,261200.0,Commercial associate,Lower secondary,Married,House / apartment,-18867,-6459,0,1,0,High skill tech staff,2
1000330,M,Y,Y,1,125900.0,Working,Higher education,Married,Municipal apartment,-13418,-6027,1,0,0,Accountants,3
1000331,M,Y,Y,2,199900.0,Working,Higher education,Single / not married,House / apartment,-14983,-384,0,0,0,High skill tech staff,3
1000332,F,N,N,0,258000.0,Working,Secondary / secondary special,Married,Rented apartment,-20291,-1888,0,0,0,Sales staff,2
1000333,M,N,N,0,106000.0,Pensioner,Higher education,Married,House / apartment,-14451,365243,1,0,0,Sales staff,2
1000334,M,N,N,0,252800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9619,-8756,0,1,1,Drivers,2
1000335,M,Y,Y,0,257400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15896,-6548,0,0,0,Accountants,1
1000336,M,N,Y,3,216100.0,Commercial associate,Higher education,Married,With parents,-16970,-282,0,1,0,Core staff,5
1000337,F,Y,Y,1,222600.0,Working,Secondary / secondary special,Married,Co-op apartment,-10692,-5724,1,0,0,Managers,3
1000338,F,Y,Y,0,137200.0,Working,Higher education,Married,House / apartment,-12149,-7241,0,0,0,Medicine staff,2
1000339,F,N,N,0,351900.0,Commercial associate,Incomplete higher,Married,House / apartment,-23402,-7387,0,0,1,Sales staff,2
1000340,M,Y,Y,0,292600.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-13063,-7916,1,0,0,Accountants,2
1000341,F,Y,N,1,80700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19190,365243,1,0,0,Sales staff,3
1000342,F,N,Y,0,287000.0,Working,Higher education,Separated,House / apartment,-21653,-6726,0,0,1,Medicine staff,1
1000343,M,N,Y,2,127100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23649,365243,0,1,0,Accountants,3
1000344,M,N,N,1,134500.0,Working,Incomplete higher,Married,House / apartment,-13838,-7661,0,1,0,Laborers,3
1000345,M,N,Y,0,332800.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-24080,-2687,1,1,0,Managers,1
1000346,F,Y,N,2,211200.0,Working,Higher education,Single / not married,Co-op apartment,-17904,-4905,0,1,0,Accountants,3
1000347,F,Y,Y,1,60800.0,State servant,Secondary / secondary special,Separated,House / apartment,-25502,-4697,0,0,0,Drivers,2
1000348,M,N,N,2,146900.0,Working,Secondary / secondary special,Married,With parents,-21901,-8993,1,0,1,Sales staff,4
1000349,M,N,Y,3,263400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14085,-5631,1,1,0,Core staff,5
1000350,F,N,Y,0,58600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19797,-7600,0,0,0,Other,2
1000351,F,Y,N,0,185400.0,Working,Higher education,Married,House / apartment,-25437,-7114,1,0,0,High skill tech staff,2
1000352,F,N,N,2,190000.0,Working,Higher education,Separated,House / apartment,-16647,-7374,0,1,0,Laborers,3
1000353,F,Y,Y,2,70300.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-11887,365243,0,1,0,Drivers,3
1000354,M,N,Y,3,197100.0,Working,Secondary / secondary special,Single / not married,With parents,-23842,-2631,0,0,1,Accountants,4
1000355,M,N,Y,0,180500.0,Working,Higher education,Separated,House / apartment,-12842,-3121,1,0,0,Medicine staff,1
1000356,F,N,Y,1,93300.0,State servant,Higher education,Widow,House / apartment,-23220,-753,0,0,0,Drivers,2
1000357,M,N,N,0,317200.0,Commercial associate,Higher education,Married,House / apartment,-16138,-1069,0,0,0,Laborers,2
1000358,F,N,N,0,232800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10923,-2584,1,0,0,Core staff,1
1000359,F,N,Y,0,215700.0,Commercial associate,Incomplete higher,Married,House / apartment,-22046,-3376,1,1,1,Managers,2
1000360,F,N,Y,0,223300.0,Commercial associate,Lower secondary,Married,Municipal apartment,-14634,-6908,0,0,0,Laborers,2
1000361,M,Y,N,0,150500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-16572,365243,0,0,1,Managers,1
1000362,F,N,Y,1,223100.0,Commercial associate,Higher education,Civil marriage,House / apartment,-24813,-7956,0,0,0,High skill tech staff,3
1000363,F,Y,Y,0,38900.0,Pensioner,Higher education,Single / not married,Rented apartment,-16356,365243,0,1,1,High skill tech staff,1
1000364,F,N,Y,0,210700.0,Working,Lower secondary,Married,House / apartment,-25306,-3633,0,1,1,Core staff,2
1000365,F,N,Y,0,171700.0,Commercial associate,Higher education,Single / not married,House / apartment,-16821,-2440,1,1,0,Laborers,1
1000366,M,N,Y,0,155400.0,Working,Lower secondary,Married,House / apartment,-12550,-3433,0,0,0,Medicine staff,2
1000367,F,Y,N,3,271800.0,Working,Secondary / secondary special,Married,House / apartment,-9434,-3534,0,1,0,Other,5
1000368,F,Y,Y,0,228700.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-24835,-1292,0,0,1,Other,2
1000369,M,N,Y,0,180100.0,Working,Higher education,Married,House / apartment,-18150,-5559,0,0,0,Accountants,2
